CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary
781;Germany;Female;48;9;8279418;1;1;0;12472068
523;Germany;Male;27;8;6168861;2;1;0;14705916
662;France;Male;74;6;0;2;1;0;12358385
546;Spain;Female;45;2;0;1;0;0;19778983
757;France;Female;71;0;8808413;2;1;1;15433747
669;France;Male;29;7;0;2;1;1;13814562
645;France;Male;42;4;9829818;1;1;1;67606
660;France;Male;30;7;14630131;1;0;0;9684791
670;France;Female;40;3;4736445;1;1;1;14857943
718;France;Male;38;7;0;2;1;0;3830834
787;France;Male;51;0;5813708;1;0;1;14253831
670;France;Female;45;9;10493038;1;1;0;15592181
602;Germany;Female;43;2;11364149;4;1;0;11511635
604;Spain;Male;43;2;14508172;1;1;1;2388162
637;Germany;Female;27;7;13584289;1;1;1;10141805
527;France;Female;31;1;11220325;1;1;0;18226601
657;Spain;Male;42;5;4147333;1;1;0;1129796
666;France;Female;40;2;0;2;0;0;3637127
714;Germany;Female;35;6;12607743;2;1;1;5395424
630;Spain;Female;31;1;0;2;1;1;16980273
785;France;Female;40;3;0;2;1;1;9683282
601;Germany;Female;47;1;14280202;1;1;1;5755302
602;France;Female;35;5;0;2;1;0;3105002
626;France;Male;38;7;14107459;1;1;0;5279556
616;Germany;Female;42;6;11789995;2;0;0;15026681
674;France;Male;26;6;16625796;1;1;1;14936941
736;France;Female;24;0;0;2;1;0;10935573
739;France;Male;29;1;0;2;1;1;16448478
701;France;Female;37;3;0;2;1;1;16426828
666;Germany;Female;50;7;10906228;1;1;1;1401361
809;Germany;Male;33;8;14805574;1;0;0;19920321
661;France;Male;35;5;0;1;1;0;15539452
826;Spain;Female;56;8;1745061;2;0;1;16180282
655;France;Female;45;0;0;2;1;0;16683071
539;Germany;Female;38;8;10543574;1;0;0;8057544
696;Germany;Male;31;3;15060452;1;0;0;55666
602;France;Female;35;8;0;2;1;1;15284353
590;France;Female;32;0;12776324;1;1;0;10071754
771;Germany;Male;32;9;774872;1;0;0;3314304
698;Spain;Male;45;5;16445094;1;1;0;14197002
709;France;Female;30;5;0;2;0;1;16138822
497;Germany;Female;32;8;11153723;4;1;1;949799
850;Spain;Female;29;7;0;2;1;0;2323725
560;Spain;Female;27;7;12499598;1;1;1;11466979
660;Germany;Female;52;4;8689184;1;1;0;9087776
656;France;Male;41;2;0;2;1;0;15897377
791;Germany;Female;42;10;11365741;2;0;1;13994668
673;Spain;Male;39;8;138160;1;1;1;11046851
635;France;Female;58;1;0;1;1;1;5890708
537;France;Male;59;9;0;2;0;0;10379977
688;Spain;Female;35;6;0;1;1;0;2548843
678;Germany;Male;36;1;11786485;2;1;0;2761906
650;Germany;Male;23;4;939113;2;1;0;6905545
593;Spain;Female;46;2;7659779;1;1;1;5445372
554;Spain;Female;27;4;0;2;1;1;13508373
500;France;Female;34;6;0;1;1;1;14026845
633;France;Female;44;7;0;2;1;0;2976129
743;Germany;Male;65;2;13193551;1;1;1;9639967
623;France;Male;23;1;1060122;2;0;1;19141594
681;France;Male;25;5;0;1;0;1;9086097
555;Germany;Male;48;3;14205541;2;0;1;7913478
730;France;Male;34;1;0;2;1;1;12659201
565;France;Female;44;1;0;2;0;1;8960281
506;France;Female;32;3;0;1;1;1;8082302
850;Germany;Male;49;8;9864955;1;1;0;11917488
610;Spain;Female;45;3;0;1;1;0;3827684
758;France;Female;30;3;14158108;1;1;0;15624906
789;France;Female;27;8;6620196;1;1;1;7945812
489;France;Female;51;3;0;2;0;1;17409828
652;Spain;Male;58;6;0;2;0;1;17002543
786;France;Male;35;3;0;2;1;0;9271297
616;Germany;Female;45;6;12835259;3;1;1;14400059
676;Germany;Male;48;3;8069744;1;0;0;10139786
708;France;Female;44;2;16188781;2;1;0;8487023
623;France;Male;43;1;0;2;1;1;1463793
771;Spain;Male;45;0;13982556;1;0;0;17098497
622;Spain;Male;37;4;0;2;1;0;44595
602;Spain;Male;30;9;11367218;2;0;0;10213592
543;France;Female;32;7;14725686;1;1;0;11277195
631;Spain;Female;41;0;0;1;0;0;8795983
537;Germany;Male;48;4;1318348;1;1;0;16647695
732;France;Male;62;2;0;2;1;1;2543887
511;France;Male;27;8;0;2;1;1;4908936
837;Germany;Male;35;0;1440376;1;1;0;14532532
646;France;Male;18;10;0;2;0;1;5279515
505;France;Male;26;8;11297257;1;1;0;14501162
621;Spain;Male;42;8;6868368;1;1;1;7415771
710;France;Female;31;1;0;2;1;0;200813
638;France;Female;32;0;0;2;1;0;16012999
607;France;Female;32;6;0;2;0;0;19606201
511;Spain;Female;57;8;12295031;1;1;1;18125876
537;Germany;Female;37;7;15841195;4;1;1;11769058
570;Germany;Male;29;4;12202865;2;1;1;17379277
454;Spain;Male;40;2;12317701;1;1;0;14830998
785;France;Female;39;1;13014798;1;1;0;16379841
630;Spain;Female;49;1;0;2;0;1;16285829
767;Spain;Male;37;7;0;2;1;1;2473425
613;Germany;Male;40;1;14785682;3;0;0;10796111
711;Spain;Male;36;8;0;2;1;0;5520741
510;France;Female;22;3;15683434;1;0;0;4437444
691;France;Male;41;2;0;1;1;1;5685092
621;Spain;Male;34;8;0;1;0;0;4797265
705;France;Female;39;5;14937966;2;1;0;9607555
719;Spain;Male;35;1;10082994;1;1;1;16500897
793;Germany;Female;32;1;9640898;1;1;1;13819181
600;France;Male;29;8;0;2;0;1;3474743
640;France;Male;28;7;0;2;1;1;1310979
786;Spain;Female;32;6;11451259;1;1;0;1579666
794;France;Male;24;10;14612675;1;1;1;8899205
617;France;Female;79;7;0;1;1;1;16058918
752;France;Female;36;7;0;2;1;0;18486686
534;France;Female;23;5;10482245;1;0;1;16017647
635;France;Male;42;1;14676672;2;0;1;1643571
516;France;Male;27;9;0;1;1;0;14268064
530;France;Female;48;0;0;1;1;0;8508109
794;Spain;Female;22;4;11444024;1;1;1;10775307
645;Spain;Female;55;1;13367665;1;0;1;1709549
737;France;Male;54;9;0;1;1;0;834704
763;France;Male;40;3;0;2;1;0;13428111
581;France;Male;37;7;0;2;1;1;7432075
793;Spain;Male;29;8;9667455;2;0;0;19212066
678;Germany;Male;49;2;11693311;1;1;0;19505358
437;France;Male;49;9;11163429;2;0;1;16644032
552;Spain;Female;34;4;0;2;1;0;14028669
544;France;Female;40;7;0;1;0;1;16107692
809;Spain;Female;33;3;0;2;0;1;14142678
597;France;Female;36;9;0;2;1;1;715609
539;Spain;Female;39;6;6205228;1;0;1;5975514
682;Germany;Male;81;6;12202915;1;1;1;5078388
683;France;Female;29;0;15782912;1;0;0;12989166
670;France;Female;54;2;9550712;1;1;1;6321331
505;Germany;Male;43;6;12714668;1;0;0;13756587
773;Germany;Male;34;10;12697975;1;0;0;3682328
763;France;Female;38;0;1525822;2;0;0;3189282
640;Spain;Male;43;9;17247815;1;1;0;1910844
528;Spain;Male;43;7;9747387;2;1;1;15982316
630;France;Male;53;5;13805367;1;0;1;11411097
529;France;Female;31;2;16400305;2;1;1;6099323
628;Germany;Female;45;6;5366744;1;1;0;11502294
752;France;Male;39;3;0;1;1;0;18818705
543;Spain;Female;46;5;1403556;1;1;1;8508678
811;France;Male;42;10;0;2;1;1;379779
466;France;Female;41;3;3356395;2;1;0;17899413
667;Spain;Female;23;6;13610069;2;0;0;16966933
606;France;Male;47;3;9357868;2;0;1;13772056
834;Germany;Female;68;9;13016927;2;0;1;931122
755;Germany;Female;37;0;11386523;2;1;1;11739625
554;Spain;Female;46;7;8760335;3;0;1;9692924
656;Spain;Male;33;4;0;2;1;0;116706
575;Germany;Male;49;7;12120515;4;1;1;16808053
672;France;Female;40;3;0;1;1;0;11317161
501;France;Female;29;8;0;2;1;0;11266424
823;Germany;Female;53;4;12495494;1;0;1;1312596
728;France;Male;37;3;12268951;2;0;0;10697753
681;Germany;Male;37;8;7317934;2;1;1;2529253
684;Germany;Female;46;3;10295514;2;1;0;15413733
536;France;Female;61;8;6519029;1;1;1;6430849
606;Spain;Male;38;7;12857852;1;1;1;19387851
660;France;Female;38;5;11057078;2;1;0;19590659
829;Spain;Male;50;7;0;2;0;1;17845886
793;Spain;Male;25;3;10091357;1;0;0;1057972
707;France;Male;42;2;1689359;1;1;1;7750256
703;France;Male;32;1;12568579;1;1;1;5624672
633;France;Female;42;1;0;2;1;0;5686562
614;Spain;Female;41;7;14699764;2;0;0;13779118
567;France;Female;26;2;0;2;1;1;7865155
587;Germany;Female;45;8;13498074;1;1;1;12330957
792;Spain;Male;25;8;14286221;1;1;1;13063901
610;France;Female;31;6;10778465;1;1;1;14113753
724;Spain;Female;41;4;14288028;3;0;0;1855412
547;Germany;Male;49;8;12153771;2;1;0;4652145
543;France;Male;42;4;8983871;3;1;0;8598354
474;France;Female;30;9;0;2;0;0;6315822
705;Spain;Female;46;5;8936491;1;0;1;13916215
550;Germany;Male;29;9;14529408;2;1;0;14748413
595;Germany;Female;45;9;10600012;1;0;0;19144896
572;Spain;Female;26;5;0;2;1;0;11938141
662;Spain;Male;20;9;10450877;2;0;0;7310753
642;France;Male;26;1;13802379;2;0;1;1170602
533;Germany;Female;49;1;1022866;3;1;0;6940937
741;Germany;Male;38;4;12801583;1;1;0;5844043
700;France;Male;37;3;7760846;2;1;1;17537346
677;Spain;Female;35;0;0;2;0;0;7663738
655;France;Male;27;2;13169133;1;1;0;4948066
654;Spain;Female;54;5;0;2;0;1;4713906
691;Germany;Male;38;9;16396569;2;0;1;10351126
439;France;Female;66;9;0;1;1;0;6553556
850;France;Female;55;10;9848808;1;1;0;15587957
698;France;Female;51;6;14423791;4;1;0;15714361
850;France;Male;34;6;0;1;0;1;5279631
700;Spain;Male;47;4;0;1;1;0;12179852
646;Spain;Male;31;2;0;1;1;1;17082143
784;Germany;Male;38;1;13851502;1;1;1;17176876
774;France;Female;35;3;12141862;1;1;1;2440037
585;Spain;Male;36;10;0;2;1;1;1803186
729;Germany;Female;42;4;974958;2;0;0;20025
713;France;Female;42;3;0;2;0;0;8256501
587;France;Male;55;9;0;1;1;0;6459307
762;Spain;Female;69;9;18374498;1;1;1;19699369
842;Spain;Male;46;9;0;1;0;0;1726802
850;France;Female;36;10;0;2;1;1;10075003
455;Spain;Female;43;6;0;1;1;1;8125079
800;Spain;Male;38;9;0;1;1;0;7874439
760;Germany;Male;34;6;12130377;2;1;1;5932521
826;Spain;Male;41;5;14646646;2;0;0;18093467
735;Spain;Male;36;5;0;2;1;0;10515217
562;Spain;Female;29;9;12030758;1;1;1;679561
850;Spain;Male;38;2;9465204;1;1;1;17196076
569;France;Male;36;1;6708769;1;1;0;1547757
597;Germany;Female;22;6;10152861;1;1;0;70529
430;France;Female;33;8;0;1;1;1;6975991
493;France;Male;38;3;13400677;1;1;0;8957832
779;Spain;Female;38;7;0;2;1;1;13854287
740;Germany;Female;57;3;11338636;2;1;1;6512163
550;France;Female;22;7;13909685;1;1;0;12989094
751;France;Male;29;10;14773763;1;0;1;9495127
733;Germany;Male;40;5;12572502;2;1;1;507831
822;France;Male;38;6;1282897;3;1;0;914996
723;France;Male;30;3;12411954;1;1;0;16219832
597;France;Female;24;1;10321947;1;1;0;6042007
655;Germany;Female;40;0;819546;1;1;1;19879844
521;France;Female;32;2;13655501;2;1;1;12935321
740;France;Male;44;9;0;1;0;1;96528
462;Germany;Female;24;9;6988109;2;0;1;6442102
619;France;Male;39;5;0;2;1;1;15844461
665;France;Female;44;7;0;2;1;1;6654858
628;France;Male;30;8;8918209;1;1;1;131269
811;France;Male;31;7;11779928;1;1;1;18237235
721;Germany;Male;40;6;10027588;1;1;0;13856448
510;Germany;Male;31;0;11368863;1;1;0;3309941
635;Spain;Female;38;1;0;2;1;0;9060505
613;Spain;Male;19;5;0;1;1;1;17690335
795;Germany;Female;56;9;9434894;1;1;0;2923929
745;France;Female;28;6;0;2;1;0;15438918
706;Germany;Female;29;6;18554436;1;1;0;17103763
619;Spain;Female;44;6;5283113;1;1;1;11264922
695;France;Male;36;6;1140075;2;1;0;11812088
672;France;Male;39;2;0;2;1;0;8737249
605;France;Female;51;9;10476082;1;1;1;16557454
534;France;Female;49;7;0;1;1;0;1356648
712;Spain;Female;48;8;0;2;1;0;18323533
616;France;Male;29;9;0;1;1;1;16698444
477;France;Female;57;9;11402364;2;1;1;7116717
839;Germany;Male;47;2;13691107;1;1;1;16818462
405;Germany;Male;31;5;13329967;2;1;1;7295014
682;France;Male;41;6;0;2;0;1;13415809
598;Spain;Female;39;5;0;2;1;1;8310346
606;Spain;Female;23;10;7041779;1;0;1;9089604
686;Spain;Male;38;7;11148488;1;1;1;760762
850;Spain;Male;38;1;14634398;1;0;1;10390211
574;Germany;Male;54;1;997745;1;0;0;489611
639;Spain;Female;27;8;13380654;2;1;0;62513
738;Spain;Male;44;2;0;2;1;0;4301882
831;Germany;Male;44;3;11110098;1;1;1;2814407
516;France;Female;47;6;10938733;1;0;0;12136545
561;France;Male;37;1;10044336;2;0;1;10169373
575;Spain;Male;28;7;0;1;1;1;1066605
794;France;Male;35;6;0;2;1;1;6873091
507;France;Female;35;2;0;2;1;0;9763393
682;France;Female;48;7;0;2;1;0;6506903
714;France;Female;24;7;0;2;1;0;166335
599;Spain;Male;51;0;0;1;1;1;17523599
577;France;Male;37;2;12726135;1;1;0;5618505
831;France;Female;34;2;0;2;0;0;16584094
698;France;Male;33;5;13565873;2;0;1;39755
549;France;Female;46;7;0;1;1;1;10905756
803;France;Male;33;6;0;2;1;0;11567661
704;France;Male;39;5;0;1;1;0;641692
731;France;Female;36;6;0;1;0;0;15212836
723;France;Male;21;4;0;2;0;0;2484702
612;Germany;Male;42;5;1419271;1;1;1;4301898
828;Spain;Male;47;1;10987682;2;1;0;8361145
603;Spain;Male;46;2;0;2;1;0;17447854
728;France;Male;33;8;12990763;1;0;1;3608396
580;Germany;Female;36;6;14538732;2;1;1;1699632
680;France;Male;31;9;0;2;1;0;3614553
721;France;Male;35;10;0;2;1;0;7159426
620;France;Female;42;1;0;2;0;1;6556592
681;France;Male;47;9;9702321;1;1;1;216813
614;Spain;Female;40;3;1133485;1;1;1;7778901
534;France;Female;53;7;0;2;1;1;8061917
667;Germany;Male;32;0;10384665;1;1;0;2056069
641;France;Male;65;6;3834002;1;1;0;3260777
592;France;Male;37;3;9665103;1;1;1;323282
628;France;Male;39;6;0;2;0;0;1344416
678;France;Male;43;1;13323721;1;1;0;11103279
570;France;Female;61;6;14210535;1;1;1;4521404
717;France;Male;35;4;0;1;1;1;16757306
641;France;Female;53;0;12383552;2;0;1;16011065
705;France;Female;31;3;11979467;1;0;0;18252844
636;Spain;Male;45;3;0;2;1;1;1594638
587;Spain;Male;51;3;8373932;1;0;1;14879845
682;France;Female;35;2;18116644;1;1;1;6373719
609;Germany;Male;33;6;9412667;1;0;0;9371816
786;France;Male;32;9;0;2;1;0;13311241
620;Spain;Male;38;0;0;2;1;1;3801534
606;France;Male;40;6;11950188;2;1;0;4677494
610;Spain;Male;46;5;918978;1;1;0;5439428
683;Germany;Male;35;5;14496197;1;0;1;2679673
693;France;Male;38;7;19833877;2;1;1;1427818
569;Germany;Male;35;2;10919666;3;1;0;10939319
687;Spain;Female;50;5;0;2;1;0;1102304
695;Spain;Female;31;8;0;2;0;1;13164441
816;Germany;Female;25;2;15035535;2;1;1;3577084
576;Spain;Male;19;6;0;2;0;0;7230607
617;Spain;Male;50;7;0;1;1;0;1848397
608;France;Male;33;4;0;1;0;1;13047403
626;France;Male;43;4;13763869;1;1;0;13044208
785;Spain;Male;41;7;0;2;1;1;19910888
617;Spain;Female;45;1;0;1;1;0;14329806
508;France;Female;60;7;14326204;1;1;1;12956274
477;Germany;Female;24;2;9567562;2;0;0;1626997
616;Spain;Female;36;6;0;1;1;1;1291632
660;France;Male;19;5;12764964;1;1;1;4036865
629;Spain;Male;29;6;0;2;1;1;888428
616;Germany;Female;36;10;7824953;1;1;0;13693491
496;France;Male;30;0;9096349;1;0;1;27802
703;France;Female;40;7;0;2;0;1;1225185
639;Spain;Male;34;5;13939319;2;0;0;3395008
540;Spain;Male;28;8;0;2;0;0;19758832
655;Germany;Male;32;9;11344701;1;1;0;820843
757;Germany;Female;30;6;16137802;1;0;0;7192628
529;Spain;Female;39;2;8276643;1;1;1;12292544
620;Spain;Male;29;9;0;2;1;0;1313388
735;France;Female;25;3;917188;1;0;0;2841123
722;Spain;Female;50;4;13208859;1;1;1;12826214
577;Spain;Female;39;4;0;2;1;0;9136642
682;Spain;Female;48;9;10119801;1;1;1;497329
644;France;Female;39;9;0;1;1;0;374093
660;Germany;Male;35;9;11394858;1;1;0;18889196
537;France;Male;47;10;0;2;0;1;2548262
806;France;Male;31;9;0;2;0;1;14016836
611;Germany;Male;37;1;11752472;2;0;1;16106429
665;France;Female;37;5;16038982;1;0;1;18354208
648;France;Female;37;7;0;2;1;0;19423892
688;Spain;Female;46;8;15568172;1;1;0;2628721
535;Germany;Male;38;8;12747524;1;0;0;6077576
701;France;Male;41;10;0;2;1;1;14625777
709;France;Male;42;9;11854671;1;0;1;7714285
844;France;Female;29;8;0;2;0;0;14734203
717;France;Male;50;9;9030576;1;1;1;12462657
679;Germany;Female;37;8;7737387;2;0;1;17487309
528;Spain;Male;23;7;10474489;1;1;0;17026297
710;France;Female;31;3;0;2;1;1;11228906
631;France;Male;51;8;1006548;1;1;0;1715879
526;France;Female;36;0;0;2;1;0;9776763
604;Germany;Female;42;10;16603145;1;1;0;9829314
669;Spain;Female;33;8;0;2;0;1;12853805
631;France;Male;29;2;0;2;1;1;1858184
729;Germany;Male;26;4;972681;2;1;0;3935638
602;France;Female;42;10;0;2;0;0;16992111
486;Spain;Male;27;7;0;2;1;0;2882304
669;France;Male;57;5;0;2;1;1;5687576
732;Spain;Male;54;0;1342497;1;0;1;134044
696;Spain;Male;47;1;1067586;1;1;1;8059118
850;France;Male;41;3;13641682;1;0;1;5784426
547;France;Male;43;1;9235036;1;0;1;8026291
509;Germany;Female;29;0;10771257;2;1;1;9289817
684;Germany;Male;37;4;13847641;2;1;1;5236729
635;France;Female;27;8;12747156;1;1;1;15291605
709;France;Male;26;6;15655163;1;0;1;441077
669;Spain;Male;51;3;8882753;1;0;0;8525077
616;Spain;Male;71;4;0;2;1;1;17359938
517;France;Female;45;4;0;1;0;0;17267436
596;Germany;Male;40;5;6238903;3;1;0;14862343
570;France;Female;30;10;17617352;1;1;0;9704532
721;Spain;Male;38;7;0;1;0;1;535348
735;France;Female;53;8;12384536;2;0;1;17045493
632;France;Male;43;2;10001351;1;1;0;2427532
597;France;Male;19;2;0;2;1;1;9103674
704;France;Male;39;2;11152502;1;1;0;19948496
443;France;Female;54;3;13854797;1;1;1;7019623
727;France;Female;31;2;5219208;2;0;1;16038347
588;Germany;Male;35;3;10435638;1;1;0;9449882
744;Spain;Male;30;1;12806512;1;1;0;12152548
781;France;Male;23;2;10743348;1;1;0;17384321
639;France;Female;27;2;0;2;0;0;12524418
583;France;Female;27;4;0;3;1;0;16311341
788;France;Male;32;4;11207958;1;0;0;8936859
752;France;Male;33;4;0;2;1;1;3957078
658;France;Female;38;6;1028951;1;0;0;15566576
699;France;Male;32;3;0;2;1;1;17077044
544;Spain;Male;37;2;0;2;0;0;13506702
766;Germany;Male;30;4;12778628;2;1;1;288793
696;Germany;Male;43;4;11409138;1;0;1;1598881
742;Germany;Female;44;8;10792602;1;0;1;1737527
748;France;Female;39;9;13286556;1;1;1;5963643
719;Spain;Female;33;7;0;2;1;0;2001659
598;France;Male;48;6;12068253;1;1;0;3063552
599;Spain;Male;35;6;13710265;1;0;0;7687081
508;France;Female;43;9;0;1;1;0;10372671
526;France;Male;28;1;11207044;1;0;1;12628183
548;Germany;Male;49;9;10843789;1;0;0;12702287
586;Spain;Male;41;3;6387356;1;1;0;8375364
705;Spain;Male;33;7;6842389;1;1;1;6487255
573;France;Female;32;9;12532184;2;1;1;13023463
580;Germany;Male;35;10;13628141;2;1;1;2479947
644;Spain;Male;28;0;0;2;1;0;11941937
629;France;Female;37;10;9954625;3;0;1;2513695
636;France;Female;24;9;0;2;0;1;3883072
535;Spain;Male;48;9;10947247;1;1;0;15735843
726;Spain;Female;35;9;0;2;0;1;10055698
714;France;Male;52;4;10075566;1;1;1;18677525
786;France;Female;33;0;8303605;1;0;1;15499058
698;Spain;Male;27;6;12542737;2;0;0;2765444
850;Germany;Male;44;3;14039365;2;0;1;18628552
686;France;Male;39;4;0;2;1;0;15502393
612;Spain;Female;36;5;11979927;2;1;0;15941658
597;Spain;Male;26;5;0;2;0;1;9515913
629;France;Male;31;6;0;2;1;0;9388175
684;France;Male;46;0;0;2;1;1;3637697
592;Spain;Male;41;0;0;2;1;0;6590607
703;France;Male;44;6;9886254;1;1;0;1515167
723;Spain;Female;45;4;0;2;1;0;3721439
718;Spain;Male;32;8;0;2;1;1;4139933
772;France;Male;23;2;0;2;1;0;1836419
691;Germany;Female;37;7;12306763;1;1;1;9816244
676;France;Female;41;4;10145714;1;1;1;7910167
660;Germany;Female;37;2;13320009;1;0;0;7143388
519;Germany;Male;38;1;11414164;1;1;1;6098821
482;Germany;Male;45;7;15635346;1;1;0;7264395
850;Germany;Female;33;2;8341504;1;0;1;7491764
617;France;Female;34;0;13124465;2;1;0;18322902
762;Germany;Male;28;3;12515583;2;1;1;10602402
462;Germany;Male;34;1;9468256;2;1;0;1384782
490;France;Male;33;1;0;2;1;1;8079283
715;France;Male;40;7;0;1;1;1;14135911
679;France;Male;48;8;0;2;1;0;2334494
465;Spain;Female;33;6;0;2;1;1;9550098
501;Germany;Female;34;7;9324442;1;0;1;19980563
488;France;Female;31;8;975886;1;0;0;12421053
572;France;Male;24;1;0;2;1;1;15146084
690;Germany;Male;31;2;13726045;2;1;0;5538728
643;Spain;Male;34;6;0;2;1;1;11604622
754;Germany;Female;39;3;16076141;1;1;1;2415603
632;France;Female;21;1;0;2;1;0;8400866
748;France;Male;34;5;8400947;1;1;1;1370011
619;Spain;Female;41;8;0;3;1;1;7986673
617;Spain;Male;61;3;11385895;1;1;1;3812922
608;Germany;Male;26;1;10664898;1;0;1;70636
591;Germany;Female;34;4;1506353;1;1;1;7227484
573;Germany;Male;31;0;13464419;1;1;1;7038149
449;Spain;Female;33;8;0;2;0;0;15679289
497;France;Female;29;4;8564681;1;0;0;6323302
693;France;Male;31;2;0;2;1;1;10775931
707;Spain;Male;43;10;0;2;1;0;1183682
598;Germany;Male;32;9;1239386;2;1;0;19889442
850;France;Male;34;2;7207971;1;1;1;11576793
630;France;Female;28;1;0;2;1;1;13326778
670;Spain;Female;20;4;0;2;1;0;11975924
678;France;Female;46;1;0;2;0;0;8210619
590;France;Male;47;3;0;2;1;0;1717745
585;Germany;Female;28;9;13533749;2;1;1;4038561
708;Spain;Female;35;8;12257069;1;0;0;19900588
705;Germany;Male;48;9;11416916;1;0;0;1732732
747;France;Male;49;6;20290464;1;1;1;1729872
554;Germany;Female;54;6;108755;1;1;0;4091432
491;Germany;Male;26;4;10225114;1;1;1;14590089
521;France;Male;22;5;0;2;1;1;9982845
596;France;Male;33;8;0;1;1;0;1211893
637;France;Female;41;9;0;2;1;0;14547736
689;France;Male;40;8;16027227;1;1;0;4965624
535;Spain;Female;50;1;14029258;3;0;0;6953122
807;France;Female;34;1;0;1;0;0;11444813
590;France;Male;24;7;12643154;1;1;0;5878111
788;Germany;Female;49;4;13745599;1;1;0;18417829
583;Germany;Male;27;4;10590742;2;1;1;19573204
685;Spain;Male;43;4;9739218;2;1;0;4395683
741;France;Male;29;8;0;2;1;1;11599452
844;France;Female;41;10;7631964;1;1;1;14117518
618;Spain;Male;32;5;13347609;1;0;1;1548434
629;Germany;Male;35;8;11233083;1;1;1;9100102
619;France;Female;35;4;9041312;1;1;1;2055521
608;Spain;Female;35;6;0;2;1;1;14346328
536;Germany;Female;35;4;12152036;1;0;0;7717842
583;Germany;Male;39;8;10294501;1;0;0;5286189
850;France;Male;41;3;0;2;1;0;12889236
699;Spain;Male;31;8;12592751;2;1;0;14766147
598;France;Male;35;8;1142126;1;1;1;7432285
660;Spain;Female;42;5;0;3;1;1;18901624
527;Spain;Male;28;6;12839633;2;1;0;7991997
692;France;Male;33;9;0;1;1;0;11350593
603;Germany;Male;35;1;12340769;1;1;0;15254189
797;France;Male;24;5;0;2;1;0;18225761
529;France;Female;31;7;0;2;1;1;17569787
606;Germany;Female;32;1;10630185;2;0;1;5906125
574;Spain;Female;37;7;0;2;1;0;3226228
611;Spain;Female;28;3;9638168;2;1;0;18141929
741;Germany;Female;36;0;12767539;2;1;0;7426016
676;Spain;Female;30;5;0;2;0;0;17906658
683;France;Female;33;9;0;2;1;1;3878442
689;Spain;Female;63;1;0;2;1;1;18652612
616;France;Male;23;8;7311295;1;1;1;6273305
652;Spain;Male;41;8;11514468;1;1;0;18890543
743;France;Male;43;5;0;2;0;0;11307919
627;Germany;Female;39;5;12458693;1;1;0;9313261
753;France;Male;92;3;12151331;1;0;1;19556399
693;Germany;Female;37;6;9590004;1;1;1;3819624
834;France;Female;28;6;0;1;1;0;7428753
597;Spain;Male;35;0;12751099;1;1;1;15535634
582;France;Male;29;4;0;2;0;0;15615327
710;France;Female;36;4;11608506;1;1;0;5860161
730;Spain;Male;26;6;0;2;1;1;1858087
678;Germany;Male;32;4;13962601;1;1;1;11823552
651;Germany;Female;34;10;14896246;1;1;0;6638943
549;France;Female;34;4;0;2;0;0;13946357
850;France;Male;35;9;10205047;1;1;1;376971
619;Germany;Male;41;3;14797416;2;1;0;17051883
719;Spain;Male;44;2;0;2;1;0;19658219
687;France;Female;30;6;0;2;0;0;17920692
661;France;Male;35;9;10010799;1;1;0;8394968
582;France;Female;43;5;15331367;1;0;0;17056373
679;France;Male;30;9;0;2;1;0;15787155
850;Germany;Male;42;6;8444568;3;0;1;6002134
607;Spain;Female;32;7;0;3;0;1;1067462
628;Germany;Female;51;9;15590382;2;1;1;7115984
521;Spain;Female;49;4;8294025;2;0;0;6241301
686;France;Female;41;10;0;1;1;0;13308645
728;France;Male;34;4;10632808;1;1;0;8868065
464;France;Male;38;3;11643965;1;1;0;7557448
625;France;Female;37;7;11589542;1;1;0;4848625
521;Spain;Female;39;3;14640868;1;0;0;7299367
697;France;Female;45;1;0;2;1;0;4680762
571;Germany;Male;33;3;7184315;1;1;0;2677204
433;Spain;Male;27;2;0;2;1;1;15369865
620;France;Male;32;6;0;2;1;0;5613909
638;Germany;Male;50;1;10264548;1;1;0;16835998
840;Germany;Female;51;1;8777983;1;0;1;3668711
445;Germany;Female;48;7;16828658;1;1;0;1664577
652;Germany;Female;47;0;12659789;2;1;1;3879879
525;Germany;Female;30;0;15798921;2;1;1;10068767
647;Germany;Male;35;3;19240797;1;1;1;4014528
794;Germany;Female;55;6;1157967;1;1;0;16052636
576;Germany;Female;71;6;14027347;1;1;1;19313525
707;France;Female;33;2;5803633;1;1;1;8333578
498;Germany;Male;45;7;10920074;2;0;1;16599044
586;Spain;Male;29;2;13245024;1;1;1;3617663
761;Germany;Female;38;1;12053013;2;1;0;10939462
636;Germany;Female;29;3;9732515;1;0;1;13192438
647;France;Male;32;5;9704116;1;1;1;2313273
596;Spain;Male;57;6;0;2;1;1;72402
575;France;Male;24;2;0;2;1;1;11992781
588;Germany;Male;41;6;10611656;2;1;0;19876661
758;Germany;Male;41;10;7985764;1;1;1;7808817
608;France;Female;30;8;8585976;1;0;0;14273027
554;France;Male;44;7;8530427;1;1;1;5807652
820;France;Male;36;4;0;2;1;0;3142269
506;Spain;Male;32;8;0;2;0;1;1826928
642;Spain;Male;26;8;1442387;1;1;1;18439976
640;Spain;Male;29;5;19720004;2;1;0;14145362
550;France;Male;22;6;1543773;1;1;1;5172152
573;Germany;Male;30;8;1274065;1;1;0;1929506
561;Spain;Male;24;8;14365655;1;0;1;18093246
